Titre,Nombre de pièces,Ville,Prix,Esesntiel,autre,Titre_,nb_pieces_,prix_,Chambres,Surface_m2,Pieces,Salle_de_bain,Sejour_m2,Terrain_m2,Alarme,Place de parking,Jardin privatif,Cave,Cheminée,Climatisation,Dépendance,Garage,Gardien,Grenier,Meublé,Piscine,Terrasse,Balcon,Étage
Appartement à vendre,3 pièces •                            82 m2,Gif-sur-Yvette,598 000 €,"['3 pièces', 'Surface 82 m²', '2 chambres']",[],Appartement,3.0,598000,2.0,82.0,3.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Maison à vendre,4 pièces •                            93 m2,Champlan,336 000 €,"['4 pièces', 'Surface 93 m²', '3 chambres', '1 salle de bain/eau', 'Terrain 491 m²']","['Grenier', 'Terrasse', 'Garage', 'Dépendance', 'Cave', 'Avec jardin privatif', '1 place de parking']",Maison,4.0,336000,3.0,93.0,4.0,1.0,,491.0,False,True,True,True,False,False,True,True,False,True,False,False,True,False,
Appartement à vendre,3 pièces •                            99 m2,Brétigny-sur-Orge,250 000 €,"['3 pièces', 'Surface 99 m²', '2 chambres', '1 salle de bain/eau']",[],Appartement,3.0,250000,2.0,99.0,3.0,1.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,"3 pièces •                            80,50 m2",Gif-sur-Yvette,249 000 €,"['3 pièces', 'Surface 80,50 m²', '3 chambres', '1 salle de bain/eau']","['Garage', '1 place de parking']",Appartement,3.0,249000,3.0,80.0,3.0,1.0,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,
Maison à vendre,126 m2,Ballainvilliers,279 000 €,"['Surface 126 m²', 'Terrain 697 m²']",[],Maison,,279000,,126.0,,,,697.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Maison à vendre,"6 pièces •                            272,90 m2",Brétigny-sur-Orge,885 000 €,"['6 pièces', 'Surface 272,90 m²', '6 chambres', 'Terrain 364 m²']",[],Maison,6.0,885000,6.0,272.0,6.0,,,364.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Maison à vendre,5 pièces •,Draveil,663 200 €,"['5 pièces', 'Surface 101,82 m²', '3 chambres', 'Terrain 944 m²']",[],Maison,5.0,663200,3.0,101.0,5.0,,,944.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,"3 pièces •                            79,39 m2",Gif-sur-Yvette,298 000 €,"['3 pièces', 'Surface 79,35 m²', '2 chambres', '1 salle de bain/eau']","['Balcon', 'Cave', '1 place de parking']",Appartement,3.0,298000,2.0,79.0,3.0,1.0,,,False,True,False,True,False,False,False,False,False,False,False,False,False,True,
Appartement à vendre,3 pièces •                            91 m2,Yerres,370 000 €,"['3 pièces', 'Surface 91 m²', '2 chambres', '1 salle de bain/eau', 'Séjour 22 m²']",['Terrasse'],Appartement,3.0,370000,2.0,91.0,3.0,1.0,22.0,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,
Maison à vendre,3 pièces •,Igny,349 000 €,"['3 pièces', 'Surface 60 m²', '2 chambres', '2 salles de bain/eau', 'Terrain 485 m²']","['Balcon', 'Cave', 'Avec jardin privatif']",Maison,3.0,349000,2.0,60.0,3.0,2.0,,485.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,
Maison à vendre,6 pièces •,Saulx-les-Chartreux,419 000 €,"['6 pièces', 'Surface 134 m²', '4 chambres', '1 salle de bain/eau', 'Terrain 390 m²', 'Séjour 35,42 m²']","['Terrasse', 'Avec jardin privatif']",Maison,6.0,419000,4.0,134.0,6.0,1.0,35.0,390.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,
Maison à vendre,6 pièces •                            170 m2,Saint-Maurice-Montcouronne,423 000 €,"['6 pièces', 'Surface 170 m²', '4 chambres', '2 salles de bain/eau', 'Terrain 520 m²', 'Séjour 62 m²']","['Grenier', 'Cheminée', 'Terrasse', 'Avec jardin privatif', '1 place de parking']",Maison,6.0,423000,4.0,170.0,6.0,2.0,62.0,520.0,False,True,True,False,True,False,False,False,False,True,False,False,True,False,
Maison à vendre,5 pièces •,Saint-Vrain,492 000 €,"['5 pièces', 'Surface 140 m²', '4 chambres', '2 salles de bain/eau', 'Terrain 1\xa0248 m²', 'Séjour 43,55 m²']","['Cheminée', 'Alarme', 'Piscine', 'Terrasse', 'Balcon', 'Garage', 'Cave', 'Avec jardin privatif', '1 place de parking']",Maison,5.0,492000,4.0,140.0,5.0,2.0,43.0,1.0,True,True,True,True,True,False,False,True,False,False,False,True,True,True,
Maison à vendre,4 pièces •                            135 m2,Saintry-sur-Seine,299 000 €,"['4 pièces', 'Surface 135 m²', '3 chambres', '3 salles de bain/eau', 'Terrain 302 m²']","['Terrasse', 'Dépendance', 'Cave', 'Avec jardin privatif']",Maison,4.0,299000,3.0,135.0,4.0,3.0,,302.0,False,False,True,True,False,False,True,False,False,False,False,False,True,False,
Maison à vendre,7 pièces •                            146 m2,Villebon-sur-Yvette,499 000 €,"['7 pièces', 'Surface 146 m²', '5 chambres', '2 salles de bain/eau', 'Terrain 400 m²', 'Séjour 29,52 m²']","['Grenier', 'Cheminée', 'Terrasse', 'Garage', 'Dépendance', 'Cave', 'Avec jardin privatif']",Maison,7.0,499000,5.0,146.0,7.0,2.0,29.0,400.0,False,False,True,True,True,False,True,True,False,True,False,False,True,False,
Maison à vendre,4 pièces •                            88 m2,Brétigny-sur-Orge,339 000 €,"['4 pièces', 'Surface 103 m²', '3 chambres', '1 salle de bain/eau', 'Terrain 1\xa0185 m²', 'Séjour 28 m²']","['Cheminée', 'Alarme', 'Balcon', 'Garage', '1 place de parking']",Maison,4.0,339000,3.0,103.0,4.0,1.0,28.0,1.0,True,True,False,False,True,False,False,True,False,False,False,False,False,True,
Maison à vendre,4 pièces •                            110 m2,Ballainvilliers,419 000 €,"['4 pièces', 'Surface 110 m²', '3 chambres', '2 salles de bain/eau', 'Terrain 278 m²', 'Séjour 31 m²']","['Grenier', 'Garage', 'Avec jardin privatif', '1 place de parking']",Maison,4.0,419000,3.0,110.0,4.0,2.0,31.0,278.0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,
Appartement à vendre,"2 pièces •                            61,35 m2",Corbeil-Essonnes,129 000 €,"['2 pièces', 'Surface 61,35 m²', '1 chambre', '1 salle de bain/eau', 'Séjour 20,60 m²']","['Ascenseur', 'Cave', '1 place de parking', 'Bâtiment composé de 4 étages']",Appartement,2.0,129000,,61.0,2.0,1.0,20.0,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,4.0
Maison à vendre,5 pièces •                            140 m2,Morangis,559 000 €,"['5 pièces', 'Surface 140 m²', '4 chambres', '2 salles de bain/eau', 'Terrain 500 m²', 'Séjour 36 m²']","['Piscine', 'Terrasse', 'Garage', '1 place de parking']",Maison,5.0,559000,4.0,140.0,5.0,2.0,36.0,500.0,False,True,False,False,False,False,False,True,False,False,False,True,True,False,
Maison à vendre,4 pièces •                            73 m2,Saint-Pierre-du-Perray,299 000 €,"['4 pièces', 'Surface 79 m²', '3 chambres', '1 salle de bain/eau', 'Terrain 227 m²']","['Climatisation', 'Terrasse', 'Garage', '1 place de parking']",Maison,4.0,299000,3.0,79.0,4.0,1.0,,227.0,False,True,False,False,False,True,False,True,False,False,False,False,True,False,
Appartement à vendre,"4 pièces •                            77,50 m2",Corbeil-Essonnes,181 900 €,"['4 pièces', 'Surface 77,50 m²', '3 chambres', '1 salle de bain/eau', 'Séjour 28,70 m²']","['Balcon', 'Avec jardin privatif']",Appartement,4.0,181900,3.0,77.0,4.0,1.0,28.0,,False,False,True,False,False,False,False,False,False,False,False,False,False,True,
Maison à vendre,4 pièces •                            77 m2,Boussy-Saint-Antoine,223 000 €,"['4 pièces', 'Surface 77 m²', '3 chambres', '1 salle de bain/eau', 'Séjour 30 m²']","['Cheminée', 'Cave']",Maison,4.0,223000,3.0,77.0,4.0,1.0,30.0,,False,False,False,True,True,False,False,False,False,False,False,False,False,False,
Maison à vendre,5 pièces •,Saint-Michel-sur-Orge,399 000 €,"['5 pièces', 'Surface 120 m²', '4 chambres', '1 salle de bain/eau', 'Terrain 791 m²', 'Séjour 30 m²']","['Grenier', 'Cheminée', 'Alarme', 'Terrasse', 'Garage', 'Dépendance', 'Cave', 'Avec jardin privatif', '1 place de parking']",Maison,5.0,399000,4.0,120.0,5.0,1.0,30.0,791.0,True,True,True,True,True,False,True,True,False,True,False,False,True,False,
Appartement à vendre,"3 pièces •                            59,75 m2",Corbeil-Essonnes,129 600 €,"['3 pièces', 'Surface 59,75 m²', '2 chambres', '1 salle de bain/eau', 'Séjour 26 m²']","['Balcon', 'Étage 2']",Appartement,3.0,129600,2.0,59.0,3.0,1.0,26.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.0
Maison à vendre,5 pièces •,Soisy-sur-Seine,450 000 €,"['5 pièces', 'Surface 165 m²', '4 chambres', '2 salles de bain/eau', 'Terrain 565 m²', 'Séjour 44 m²']","['Terrasse', 'Garage', 'Avec jardin privatif', '1 place de parking']",Maison,5.0,450000,4.0,165.0,5.0,2.0,44.0,565.0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,
Maison à vendre,"4 pièces •                            84,22 m2",Yerres,357 000 €,"['4 pièces', 'Surface 137,47 m²', '2 chambres', '1 salle de bain/eau', 'Terrain 275 m²', 'Séjour 23,98 m²']",[],Maison,4.0,357000,2.0,137.0,4.0,1.0,23.0,275.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,"4 pièces •                            77,50 m2",Corbeil-Essonnes,165 800 €,"['4 pièces', 'Surface 77,50 m²', '3 chambres', '1 salle de bain/eau', 'Séjour 28,70 m²']","['Balcon', 'Étage 1']",Appartement,4.0,165800,3.0,77.0,4.0,1.0,28.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0
Maison à vendre,4 pièces •                            80 m2,Brunoy,357 000 €,"['4 pièces', 'Surface 80 m²', '3 chambres', '1 salle de bain/eau', 'Terrain 364 m²']","['Gardien', 'Piscine']",Maison,4.0,357000,3.0,80.0,4.0,1.0,,364.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,
Maison à vendre,6 pièces •                            145 m2,Saint-Germain-lès-Corbeil,528 000 €,"['6 pièces', 'Surface 145 m²', '5 chambres', '2 salles de bain/eau', 'Terrain 495 m²', 'Séjour 39 m²']","['Cheminée', 'Gardien', 'Terrasse', 'Garage', '1 place de parking']",Maison,6.0,528000,5.0,145.0,6.0,2.0,39.0,495.0,False,True,False,False,True,False,False,True,True,False,False,False,True,False,
Maison à vendre,4 pièces •,Étréchy,294 000 €,"['4 pièces', 'Surface 82 m²', '3 chambres', '2 salles de bain/eau', 'Terrain 534 m²', 'Séjour 24 m²']","['Grenier', 'Cheminée', 'Avec jardin privatif']",Maison,4.0,294000,3.0,82.0,4.0,2.0,24.0,534.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,
Maison à vendre,5 pièces •                            100 m2,Longjumeau,410 000 €,"['5 pièces', 'Surface 150 m²', '4 chambres', '3 salles de bain/eau', 'Terrain 198 m²']","['Cheminée', 'Dépendance', 'Avec jardin privatif', '1 place de parking']",Maison,5.0,410000,4.0,150.0,5.0,3.0,,198.0,False,True,True,False,True,False,True,False,False,False,False,False,False,False,
Appartement à vendre,4 pièces •,Palaiseau,239 500 €,"['4 pièces', 'Surface 64 m²', '2 chambres', '1 salle de bain/eau', 'Séjour 26 m²']","['Gardien', 'Balcon', '1 place de parking']",Appartement,4.0,239500,2.0,64.0,4.0,1.0,26.0,,False,True,False,False,False,False,False,False,True,False,False,False,False,True,
Maison à vendre,5 pièces •                            138 m2,Brunoy,480 000 €,"['5 pièces', 'Surface 138 m²', '4 chambres', '2 salles de bain/eau', 'Terrain 633 m²', 'Séjour 31,59 m²']","['Cheminée', 'Cave', 'Avec jardin privatif']",Maison,5.0,480000,4.0,138.0,5.0,2.0,31.0,633.0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,
Maison à vendre,7 pièces •                            142 m2,Quincy-sous-Sénart,494 000 €,"['7 pièces', 'Surface 154,08 m²', '5 chambres', '2 salles de bain/eau', 'Terrain 554 m²', 'Séjour 34 m²']","['Cheminée', 'Alarme', 'Piscine', 'Terrasse', 'Garage', 'Dépendance', 'Avec jardin privatif', '1 place de parking']",Maison,7.0,494000,5.0,154.0,7.0,2.0,34.0,554.0,True,True,True,False,True,False,True,True,False,False,False,True,True,False,
Maison à vendre,4 pièces •                            122 m2,Brétigny-sur-Orge,348 000 €,"['4 pièces', 'Surface 122 m²', '3 chambres', '2 salles de bain/eau', 'Terrain 722 m²', 'Séjour 25 m²']","['Cheminée', 'Alarme', 'Terrasse', 'Garage', 'Dépendance', 'Cave', '1 place de parking']",Maison,4.0,348000,3.0,122.0,4.0,2.0,25.0,722.0,True,True,False,True,True,False,True,True,False,False,False,False,True,False,
Maison à vendre,5 pièces •                            106 m2,Brétigny-sur-Orge,363 000 €,"['5 pièces', 'Surface 106 m²', '4 chambres', '2 salles de bain/eau', 'Terrain 435 m²', 'Séjour 23 m²']","['Cheminée', 'Terrasse', 'Garage', 'Cave', '1 place de parking']",Maison,5.0,363000,4.0,106.0,5.0,2.0,23.0,435.0,False,True,False,True,True,False,False,True,False,False,False,False,True,False,
Maison à vendre,4 pièces •                            86 m2,Yerres,319 800 €,"['4 pièces', 'Surface 90 m²', '3 chambres', '1 salle de bain/eau', 'Terrain 100 m²', 'Séjour 20 m²']",['Terrasse'],Maison,4.0,319800,3.0,90.0,4.0,1.0,20.0,100.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,
Maison à vendre,"5 pièces •                            75,18 m2",Longjumeau,339 000 €,"['5 pièces', '4 chambres', '2 salles de bain/eau', 'Terrain 380 m²', 'Séjour 28,53 m²']","['Terrasse', 'Balcon', 'Garage', 'Avec jardin privatif', '1 place de parking']",Maison,5.0,339000,4.0,,5.0,2.0,28.0,380.0,False,True,True,False,False,False,False,True,False,False,False,False,True,True,
Appartement à vendre,"4 pièces •                            70,37 m2",Saint-Michel-sur-Orge,225 000 €,"['4 pièces', 'Surface 70,37 m²', '2 chambres', '1 salle de bain/eau']","['Gardien', 'Balcon', 'Bâtiment composé de 4 étages', 'Étage 1']",Appartement,4.0,225000,2.0,70.0,4.0,1.0,,,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4.0
Appartement à vendre,"4 pièces •                            70,16 m2",Yerres,185 000 €,"['4 pièces', 'Surface 70,16 m²', '3 chambres', '1 salle de bain/eau']","['Gardien', 'Cave', 'Avec jardin privatif', '1 place de parking', 'Bâtiment composé de 3 étages', 'Étage 1']",Appartement,4.0,185000,3.0,70.0,4.0,1.0,,,False,True,True,True,False,False,False,False,True,False,False,False,False,False,3.0
Maison à vendre,"5 pièces •                            110,79 m2",Yerres,460 000 €,"['5 pièces', 'Surface 110,79 m²', '3 chambres', '1 salle de bain/eau', 'Terrain 514 m²', 'Séjour 34,60 m²']","['Grenier', 'Cheminée', 'Alarme', 'Terrasse', 'Avec jardin privatif']",Maison,5.0,460000,3.0,110.0,5.0,1.0,34.0,514.0,True,False,True,False,True,False,False,False,False,True,False,False,True,False,
Appartement à vendre,5 pièces •                            117 m2,Palaiseau,359 000 €,"['5 pièces', 'Surface 117 m²', '3 chambres', '2 salles de bain/eau', 'Séjour 38 m²']","['Alarme', 'Terrasse', 'Avec jardin privatif', '1 place de parking', 'Bâtiment composé de 2 étages']",Appartement,5.0,359000,3.0,117.0,5.0,2.0,38.0,,True,True,True,False,False,False,False,False,False,False,False,False,True,False,2.0
Maison à vendre,4 pièces •,Savigny-sur-Orge,335 000 €,"['4 pièces', 'Surface 90,16 m²', '3 chambres', 'Terrain 304 m²']","['Terrasse', '1 place de parking']",Maison,4.0,335000,3.0,90.0,4.0,,,304.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,
Appartement à vendre,3 pièces •                            63 m2,Yerres,189 900 €,"['3 pièces', 'Surface 62,75 m²', '2 chambres', '1 salle de bain/eau']","['Ascenseur', 'Terrasse', 'Garage', 'Avec jardin privatif', '1 place de parking']",Appartement,3.0,189900,2.0,62.0,3.0,1.0,,,False,True,True,False,False,False,False,True,False,False,False,False,True,False,
Appartement à vendre,"3 pièces •                            48,79 m2",Étampes,135 000 €,"['3 pièces', 'Surface 60 m²', '2 chambres', '1 salle de bain/eau', 'Séjour 20 m²']","['Cave', '1 place de parking']",Appartement,3.0,135000,2.0,60.0,3.0,1.0,20.0,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,
Maison à vendre,5 pièces •,Marcoussis,399 000 €,"['5 pièces', 'Surface 132 m²', '4 chambres', '2 salles de bain/eau', 'Terrain 1\xa0480 m²', 'Séjour 32 m²']","['Alarme', 'Terrasse', 'Garage', 'Cave', 'Avec jardin privatif', '1 place de parking']",Maison,5.0,399000,4.0,132.0,5.0,2.0,32.0,1.0,True,True,True,True,False,False,False,True,False,False,False,False,True,False,
Maison à vendre,3 pièces •                            80 m2,Marolles-en-Hurepoix,275 000 €,"['3 pièces', 'Surface 74,68 m²', '2 chambres', '1 salle de bain/eau', 'Terrain 436 m²', 'Séjour 28,04 m²']","['Alarme', 'Balcon', 'Garage', 'Cave', 'Avec jardin privatif', '1 place de parking']",Maison,3.0,275000,2.0,74.0,3.0,1.0,28.0,436.0,True,True,True,True,False,False,False,True,False,False,False,False,False,True,
Appartement à vendre,"4 pièces •                            75,82 m2",Les Ulis,230 000 €,"['4 pièces', 'Surface 75,82 m²', '3 chambres', '1 salle de bain/eau', 'Séjour 27,80 m²']","['Ascenseur', 'Gardien', 'Balcon', 'Cave']",Appartement,4.0,230000,3.0,75.0,4.0,1.0,27.0,,False,False,False,True,False,False,False,False,True,False,False,False,False,True,
Appartement à vendre,"2 pièces •                            47,40 m2",Saint-Germain-lès-Arpajon,155 000 €,"['2 pièces', 'Surface 47,40 m²', '1 chambre', '1 salle de bain/eau', 'Séjour 16 m²']","['Terrasse', '1 place de parking', ""Bâtiment composé d'un étage""]",Appartement,2.0,155000,,47.0,2.0,1.0,16.0,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1.0
Appartement à vendre,"3 pièces •                            83,45 m2",Savigny-sur-Orge,375 000 €,"['3 pièces', '2 chambres', '2 salles de bain/eau', 'Séjour 28 m²']","['Climatisation', 'Balcon', 'Garage', 'Bâtiment composé de 3 étages']",Appartement,3.0,375000,2.0,,3.0,2.0,28.0,,False,False,False,False,False,True,False,True,False,False,False,False,False,True,3.0
Maison à vendre,4 pièces •,Boussy-Saint-Antoine,365 000 €,"['4 pièces', 'Surface 76 m²', '3 chambres', '1 salle de bain/eau', 'Terrain 1\xa0250 m²', 'Séjour 29 m²']","['Balcon', 'Garage', '1 place de parking']",Maison,4.0,365000,3.0,76.0,4.0,1.0,29.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,
Maison à vendre,4 pièces •,Étréchy,347 000 €,"['4 pièces', 'Surface 180 m²', '3 chambres', '1 salle de bain/eau', 'Terrain 477 m²', 'Séjour 19 m²']","['Grenier', 'Terrasse', 'Avec jardin privatif', '1 place de parking']",Maison,4.0,347000,3.0,180.0,4.0,1.0,19.0,477.0,False,True,True,False,False,False,False,False,False,True,False,False,True,False,
Maison à vendre,"6 pièces •                            141,36 m2",Villemoisson-sur-Orge,390 000 €,"['6 pièces', 'Surface 141,36 m²', '4 chambres', '2 salles de bain/eau', 'Terrain 425 m²', 'Séjour 35,13 m²']","['Cheminée', 'Garage', 'Cave', 'Avec jardin privatif', '1 place de parking']",Maison,6.0,390000,4.0,141.0,6.0,2.0,35.0,425.0,False,True,True,True,True,False,False,True,False,False,False,False,False,False,
Maison à vendre,6 pièces •,Orsay,678 000 €,"['6 pièces', 'Surface 180 m²', '5 chambres', '3 salles de bain/eau', 'Terrain 1\xa0090 m²', 'Séjour 34 m²']","['Grenier', 'Cheminée', 'Terrasse', 'Garage', 'Dépendance', 'Cave', 'Avec jardin privatif', '1 place de parking']",Maison,6.0,678000,5.0,180.0,6.0,3.0,34.0,1.0,False,True,True,True,True,False,True,True,False,True,False,False,True,False,
Appartement à vendre,"3 pièces •                            56,40 m2",Bures-sur-Yvette,220 000 €,"['3 pièces', 'Surface 57,38 m²', '2 chambres', '1 salle de bain/eau']","['Balcon', 'Garage', '1 place de parking']",Appartement,3.0,220000,2.0,57.0,3.0,1.0,,,False,True,False,False,False,False,False,True,False,False,False,False,False,True,
