Titre,Nombre de pièces,Ville,Prix,Esesntiel,autre,Titre_,nb_pieces_,prix_,Chambres,Surface_m2,Pieces,Salle_de_bain,Sejour_m2,Terrain_m2,Alarme,Place de parking,Jardin privatif,Cave,Cheminée,Climatisation,Dépendance,Garage,Gardien,Grenier,Meublé,Piscine,Terrasse,Balcon,Étage
Appartement à vendre,2 pièces •                            52 m2,Palaiseau,229 500 €,"['2 pièces', 'Surface 52 m²', '1 chambre', '1 salle de bain/eau', 'Séjour 20 m²']","['Gardien', 'Balcon', 'Cave', '1 place de parking', 'Bâtiment composé de 3 étages']",Appartement,2.0,229500,,52.0,2.0,1.0,20.0,,False,True,False,True,False,False,False,False,True,False,False,False,False,True,3.0
Appartement à vendre,3 pièces •                            66 m2,Les Ulis,249 900 €,"['3 pièces', 'Surface 66 m²', '2 chambres', '1 salle de bain/eau', 'Séjour 32 m²']","['Ascenseur', 'Terrasse', 'Garage', 'Bâtiment composé de 5 étages', 'Étage 5']",Appartement,3.0,249900,2.0,66.0,3.0,1.0,32.0,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,5.0
Maison à vendre,4 pièces •                            71 m2,Draveil,239 000 €,"['4 pièces', 'Surface 71 m²', '3 chambres', '1 salle de bain/eau', 'Terrain 322 m²']","['Grenier', 'Cheminée', 'Terrasse', 'Cave', '1 place de parking']",Maison,4.0,239000,3.0,71.0,4.0,1.0,,322.0,False,True,False,True,True,False,False,False,False,True,False,False,True,False,
Appartement à vendre,"3 pièces •                            67,46 m2",Ris-Orangis,122 000 €,"['3 pièces', 'Surface 67,46 m²', '2 chambres', '1 salle de bain/eau', 'Séjour 20,53 m²']","['Ascenseur', 'Balcon', 'Cave', '1 place de parking', 'Bâtiment composé de 5 étages', 'Étage 3']",Appartement,3.0,122000,2.0,67.0,3.0,1.0,20.0,,False,True,False,True,False,False,False,False,False,False,False,False,False,True,5.0
Maison à vendre,8 pièces •                            210 m2,Draveil,695 000 €,"['8 pièces', 'Surface 210 m²', '5 chambres', '3 salles de bain/eau', 'Terrain 821 m²', 'Séjour 59 m²']","['Grenier', 'Alarme', 'Balcon', 'Garage', 'Cave', 'Avec jardin privatif', '1 place de parking']",Maison,8.0,695000,5.0,210.0,8.0,3.0,59.0,821.0,True,True,True,True,False,False,False,True,False,True,False,False,False,True,
Maison à vendre,"2 pièces •                            44,48 m2",Draveil,190 000 €,"['2 pièces', 'Surface 44,48 m²', '1 chambre', '2 salles de bain/eau', 'Terrain 343 m²', 'Séjour 11 m²']","['Terrasse', '1 place de parking']",Maison,2.0,190000,,44.0,2.0,2.0,11.0,343.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,
Appartement à vendre,2 pièces •                            25 m2,La Ville-du-Bois,102 000 €,"['2 pièces', '1 chambre', '1 salle de bain/eau', 'Séjour 18,13 m²']","['Cave', 'Bâtiment composé de 2 étages']",Appartement,2.0,102000,,,2.0,1.0,18.0,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2.0
Maison à vendre,5 pièces •                            108 m2,Draveil,425 000 €,"['5 pièces', 'Surface 108 m²', '4 chambres', '2 salles de bain/eau', 'Terrain 857 m²', 'Séjour 28 m²']","['Terrasse', 'Garage', '1 place de parking']",Maison,5.0,425000,4.0,108.0,5.0,2.0,28.0,857.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,
Maison à vendre,6 pièces •                            109 m2,Draveil,359 000 €,"['6 pièces', 'Surface 109 m²', '4 chambres', '1 salle de bain/eau', 'Terrain 441 m²', 'Séjour 28,02 m²']","['Grenier', 'Cheminée', 'Alarme', 'Terrasse', 'Balcon', 'Garage', 'Cave', 'Avec jardin privatif', '1 place de parking']",Maison,6.0,359000,4.0,109.0,6.0,1.0,28.0,441.0,True,True,True,True,True,False,False,True,False,True,False,False,True,True,
Maison à vendre,6 pièces •                            155 m2,Morsang-sur-Orge,585 000 €,"['6 pièces', 'Surface 155 m²', '5 chambres', '3 salles de bain/eau']","['Terrasse', 'Balcon', 'Garage', 'Dépendance', 'Cave', 'Avec jardin privatif']",Maison,6.0,585000,5.0,155.0,6.0,3.0,,,False,False,True,True,False,False,True,True,False,False,False,False,True,True,
Maison à vendre,"3 pièces •                            51,91 m2",Draveil,207 000 €,"['3 pièces', 'Surface 51,91 m²', '2 chambres', '1 salle de bain/eau', 'Terrain 68 m²', 'Séjour 14,18 m²']","['Terrasse', 'Cave']",Maison,3.0,207000,2.0,51.0,3.0,1.0,14.0,68.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,
Appartement à vendre,"2 pièces •                            43,26 m2",Vigneux-sur-Seine,172 000 €,"['2 pièces', 'Surface 43,26 m²', '1 chambre', '1 salle de bain/eau']","['Ascenseur', 'Balcon', '1 place de parking', ""Bâtiment composé d'un étage""]",Appartement,2.0,172000,,43.0,2.0,1.0,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1.0
Appartement à vendre,2 pièces •                            40 m2,Draveil,170 000 €,"['2 pièces', 'Surface 40 m²', '1 chambre', '1 salle de bain/eau']","['Ascenseur', 'Cave', '1 place de parking', 'Bâtiment composé de 3 étages']",Appartement,2.0,170000,,40.0,2.0,1.0,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,3.0
Maison à vendre,3 pièces •                            57 m2,Draveil,276 000 €,"['3 pièces', 'Surface 57 m²', '2 chambres', '1 salle de bain/eau', 'Terrain 390 m²']","['Grenier', 'Cheminée', 'Terrasse', 'Balcon', 'Garage', 'Dépendance', 'Cave', 'Avec jardin privatif', '1 place de parking']",Maison,3.0,276000,2.0,57.0,3.0,1.0,,390.0,False,True,True,True,True,False,True,True,False,True,False,False,True,True,
Appartement à vendre,"4 pièces •                            80,71 m2",Brunoy,212 000 €,"['4 pièces', 'Surface 80,71 m²', '3 chambres', '2 salles de bain/eau', 'Séjour 18,62 m²']","['Ascenseur', 'Gardien', 'Balcon', 'Cave', '1 place de parking']",Appartement,4.0,212000,3.0,80.0,4.0,2.0,18.0,,False,True,False,True,False,False,False,False,True,False,False,False,False,True,
Maison à vendre,5 pièces •                            131 m2,Sainte-Geneviève-des-Bois,431 000 €,"['5 pièces', 'Surface 131 m²', '3 chambres', '2 salles de bain/eau', 'Terrain 409 m²', 'Séjour 57 m²']","['Terrasse', 'Garage', 'Avec jardin privatif', '1 place de parking']",Maison,5.0,431000,3.0,131.0,5.0,2.0,57.0,409.0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,
Appartement à vendre,"2 pièces •                            38,65 m2",Brétigny-sur-Orge,138 000 €,"['2 pièces', 'Surface 38,65 m²', '1 chambre', '1 salle de bain/eau', 'Séjour 17,20 m²']",['Bâtiment composé de 2 étages'],Appartement,2.0,138000,,38.0,2.0,1.0,17.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0
Appartement à vendre,"4 pièces •                            79,16 m2",Brétigny-sur-Orge,229 000 €,"['4 pièces', 'Surface 81,47 m²', '3 chambres', '1 salle de bain/eau']","['Balcon', 'Garage', 'Cave', 'Étage 2']",Appartement,4.0,229000,3.0,81.0,4.0,1.0,,,False,False,False,True,False,False,False,True,False,False,False,False,False,True,2.0
Maison à vendre,2 pièces •                            42 200 m2,Brétigny-sur-Orge,159 000 €,"['2 pièces', 'Surface 42\xa0200 m²', '1 chambre', '1 salle de bain/eau', 'Terrain 339 m²', 'Séjour 12\xa0400 m²']","['Grenier', 'Terrasse', 'Garage', 'Dépendance', '1 place de parking']",Maison,2.0,159000,,42.0,2.0,1.0,12.0,339.0,False,True,False,False,False,False,True,True,False,True,False,False,True,False,
Maison à vendre,5 pièces •                            118 m2,Ollainville,378 000 €,"['5 pièces', 'Surface 118 m²', '4 chambres', '2 salles de bain/eau', 'Terrain 275 m²', 'Séjour 31 m²']",['Avec jardin privatif'],Maison,5.0,378000,4.0,118.0,5.0,2.0,31.0,275.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
Maison à vendre,5 pièces •                            133 m2,Savigny-sur-Orge,397 000 €,"['5 pièces', 'Surface 133 m²', '4 chambres', '2 salles de bain/eau', 'Terrain 361 m²']",['Garage'],Maison,5.0,397000,4.0,133.0,5.0,2.0,,361.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,
Appartement à vendre,"1 pièce •                            20,85 m2",Palaiseau,115 000 €,"['1 pièce', 'Surface 20,85 m²', '1 salle de bain/eau']",[],Appartement,1.0,115000,,20.0,1.0,1.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,"4 pièces •                            73,03 m2",Ris-Orangis,123 000 €,"['4 pièces', '2 chambres', '1 salle de bain/eau', 'Terrain 76,78 m²', 'Séjour 27,12 m²']","['Ascenseur', 'Balcon', 'Cave', '1 place de parking', 'Bâtiment composé de 15 étages', 'Étage 2']",Appartement,4.0,123000,2.0,,4.0,1.0,27.0,76.0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,15.0
Appartement à vendre,"1 pièce •                            27,70 m2",Viry-Châtillon,120 000 €,"['1 pièce', 'Surface 27,70 m²', '1 salle de bain/eau', 'Séjour 14,44 m²']","['Ascenseur', 'Terrasse', 'Cave', 'Avec jardin privatif', '1 place de parking']",Appartement,1.0,120000,,27.0,1.0,1.0,14.0,,False,True,True,True,False,False,False,False,False,False,False,False,True,False,
Appartement à vendre,4 pièces •                            102 m2,Saint-Michel-sur-Orge,250 000 €,"['4 pièces', 'Surface 105,95 m²', '2 chambres', '2 salles de bain/eau', 'Séjour 42 m²']","['Cheminée', 'Terrasse', 'Garage', 'Avec jardin privatif', '1 place de parking', 'Bâtiment composé de 2 étages']",Appartement,4.0,250000,2.0,105.0,4.0,2.0,42.0,,False,True,True,False,True,False,False,True,False,False,False,False,True,False,2.0
Maison à vendre,7 pièces •                            167 m2,Athis-Mons,630 000 €,"['7 pièces', 'Surface 167 m²', '5 chambres', '2 salles de bain/eau', 'Terrain 1\xa0255 m²', 'Séjour 34 m²']","['Grenier', 'Terrasse', 'Balcon', 'Garage', 'Dépendance', 'Avec jardin privatif', '1 place de parking']",Maison,7.0,630000,5.0,167.0,7.0,2.0,34.0,1.0,False,True,True,False,False,False,True,True,False,True,False,False,True,True,
Maison à vendre,4 pièces •                            84 m2,Étréchy,255 000 €,"['4 pièces', 'Surface 84 m²', '3 chambres', '1 salle de bain/eau', 'Terrain 796 m²', 'Séjour 30 m²']","['Grenier', 'Cheminée', 'Terrasse', 'Balcon', 'Garage', 'Cave', 'Avec jardin privatif', '1 place de parking']",Maison,4.0,255000,3.0,84.0,4.0,1.0,30.0,796.0,False,True,True,True,True,False,False,True,False,True,False,False,True,True,
Appartement à vendre,"3 pièces •                            63,76 m2",Gif-sur-Yvette,201 400 €,"['3 pièces', 'Surface 63,76 m²', '2 chambres', '1 salle de bain/eau', 'Séjour 18,63 m²']","['Cave', '1 place de parking', ""Bâtiment composé d'un étage"", 'Étage 1']",Appartement,3.0,201400,2.0,63.0,3.0,1.0,18.0,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,1.0
Appartement à vendre,"5 pièces •                            96,83 m2",Les Ulis,219 000 €,"['5 pièces', 'Surface 98 m²', '4 chambres', '2 salles de bain/eau', 'Séjour 27 m²']","['Ascenseur', 'Gardien', 'Balcon', 'Garage', 'Bâtiment composé de 6 étages']",Appartement,5.0,219000,4.0,98.0,5.0,2.0,27.0,,False,False,False,False,False,False,False,True,True,False,False,False,False,True,6.0
Appartement à vendre,"3 pièces •                            59,33 m2",Chilly-Mazarin,195 000 €,"['3 pièces', 'Surface 60 m²', '2 chambres', '1 salle de bain/eau']",['Ascenseur'],Appartement,3.0,195000,2.0,60.0,3.0,1.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,3 pièces •                            70 m2,Évry,167 000 €,"['3 pièces', '2 chambres', '1 salle de bain/eau', 'Terrain 70 m²', 'Séjour 20,55 m²']","['Balcon', 'Bâtiment composé de 3 étages']",Appartement,3.0,167000,2.0,,3.0,1.0,20.0,70.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.0
Maison à vendre,"5 pièces •                            105,16 m2",Saulx-les-Chartreux,369 000 €,"['5 pièces', 'Surface 105,16 m²', '4 chambres', '2 salles de bain/eau', 'Terrain 256 m²', 'Séjour 22 m²']","['Terrasse', '1 place de parking', ""Bâtiment composé d'un étage""]",Maison,5.0,369000,4.0,105.0,5.0,2.0,22.0,256.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1.0
Maison à vendre,5 pièces •                            100 m2,Chamarande,287 000 €,"['5 pièces', 'Surface 100 m²', '4 chambres', '1 salle de bain/eau', 'Terrain 691 m²', 'Séjour 30 m²']","['Terrasse', 'Cave', 'Avec jardin privatif', ""Bâtiment composé d'un étage""]",Maison,5.0,287000,4.0,100.0,5.0,1.0,30.0,691.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,1.0
Appartement à vendre,"3 pièces •                            66,90 m2",Les Ulis,183 000 €,"['3 pièces', '2 chambres', '1 salle de bain/eau', 'Terrain 67 m²', 'Séjour 24,47 m²']","['Gardien', 'Balcon', 'Garage', 'Cave', ""Bâtiment composé d'un étage"", 'Étage 1']",Appartement,3.0,183000,2.0,,3.0,1.0,24.0,67.0,False,False,False,True,False,False,False,True,True,False,False,False,False,True,1.0
Appartement à vendre,"3 pièces •                            60,45 m2",Les Ulis,208 000 €,"['3 pièces', 'Surface 60,45 m²', '2 chambres', '1 salle de bain/eau', 'Séjour 27,17 m²']","['Ascenseur', 'Terrasse', 'Garage', ""Bâtiment composé d'un étage""]",Appartement,3.0,208000,2.0,60.0,3.0,1.0,27.0,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1.0
Appartement à vendre,3 pièces •                            52 m2,Palaiseau,259 000 €,"['3 pièces', 'Surface 52 m²', '2 chambres', '1 salle de bain/eau']","['Balcon', 'Cave', '1 place de parking', ""Bâtiment composé d'un étage""]",Appartement,3.0,259000,2.0,52.0,3.0,1.0,,,False,True,False,True,False,False,False,False,False,False,False,False,False,True,1.0
Maison à vendre,3 pièces •                            78 m2,Wissous,731 500 €,"['3 pièces', 'Surface 78 m²', '2 chambres', '1 salle de bain/eau', 'Terrain 792 m²']","['Terrasse', 'Garage']",Maison,3.0,731500,2.0,78.0,3.0,1.0,,792.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,
Appartement à vendre,"4 pièces •                            71,22 m2",Grigny,109 000 €,"['4 pièces', '2 chambres', '1 salle de bain/eau', 'Séjour 26,41 m²']","['Ascenseur', 'Balcon', 'Garage', 'Cave']",Appartement,4.0,109000,2.0,,4.0,1.0,26.0,,False,False,False,True,False,False,False,True,False,False,False,False,False,True,
Appartement à vendre,5 pièces •                            107 m2,Viry-Châtillon,360 000 €,"['5 pièces', 'Surface 107 m²', '3 chambres', '2 salles de bain/eau', 'Séjour 37 m²']","['Ascenseur', 'Gardien', 'Balcon', 'Garage', '1 place de parking']",Appartement,5.0,360000,3.0,107.0,5.0,2.0,37.0,,False,True,False,False,False,False,False,True,True,False,False,False,False,True,
Appartement à vendre,"2 pièces •                            41,70 m2",Ris-Orangis,149 000 €,"['2 pièces', 'Surface 41,70 m²', '1 chambre', '1 salle de bain/eau', 'Terrain 40 m²']","['Balcon', 'Garage', 'Étage 1']",Appartement,2.0,149000,,41.0,2.0,1.0,,40.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1.0
Appartement à vendre,"1 pièce •                            27,60 m2",Saint-Michel-sur-Orge,79 000 €,"['1 pièce', 'Surface 27,60 m²']","['Meublé', 'Gardien', 'Terrasse']",Appartement,1.0,79000,,27.0,1.0,,,,False,False,False,False,False,False,False,False,True,False,True,False,True,False,
Appartement à vendre,"3 pièces •                            62,23 m2",Évry,128 500 €,"['3 pièces', 'Surface 62,23 m²', '2 chambres', '1 salle de bain/eau']","['Balcon', 'Garage', 'Cave']",Appartement,3.0,128500,2.0,62.0,3.0,1.0,,,False,False,False,True,False,False,False,True,False,False,False,False,False,True,
Appartement à vendre,"1 pièce •                            27,60 m2",Saint-Michel-sur-Orge,79 000 €,"['1 pièce', 'Surface 27,60 m²']","['Meublé', 'Gardien', 'Terrasse']",Appartement,1.0,79000,,27.0,1.0,,,,False,False,False,False,False,False,False,False,True,False,True,False,True,False,
Appartement à vendre,"2 pièces •                            45,76 m2",Longpont-sur-Orge,159 000 €,"['2 pièces', 'Surface 45,76 m²', '1 chambre', '1 salle de bain/eau']",[],Appartement,2.0,159000,,45.0,2.0,1.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,"2 pièces •                            42,21 m2",Villiers-sur-Orge,141 000 €,"['2 pièces', 'Surface 42,21 m²', '1 chambre', '1 salle de bain/eau', 'Séjour 13,77 m²']","['Gardien', 'Cave', 'Bâtiment composé de 2 étages']",Appartement,2.0,141000,,42.0,2.0,1.0,13.0,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2.0
Appartement à vendre,1 pièce •                            30 m2,Villemoisson-sur-Orge,120 000 €,"['1 pièce', 'Surface 30,40 m²', '1 salle de bain/eau']",['Avec jardin privatif'],Appartement,1.0,120000,,30.0,1.0,1.0,,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,1 pièce •,Épinay-sous-Sénart,160 000 €,"['1 pièce', 'Surface 56 m²', '1 chambre']",['Ascenseur'],Appartement,1.0,160000,,56.0,1.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Maison à vendre,5 pièces •                            105 m2,Villeneuve-sur-Auvers,225 000 €,"['5 pièces', 'Surface 105 m²', '3 chambres', 'Terrain 160 m²']","['Cheminée', 'Terrasse', 'Dépendance', 'Cave', 'Avec jardin privatif']",Maison,5.0,225000,3.0,105.0,5.0,,,160.0,False,False,True,True,True,False,True,False,False,False,False,False,True,False,
Maison à vendre,"5 pièces •                            88,19 m2",Draveil,453 650 €,"['5 pièces', 'Surface 128 m²', '3 chambres', '1 salle de bain/eau', 'Terrain 853 m²', 'Séjour 31,81 m²']","['Grenier', 'Cheminée', 'Garage', 'Dépendance', 'Cave', 'Avec jardin privatif']",Maison,5.0,453650,3.0,128.0,5.0,1.0,31.0,853.0,False,False,True,True,True,False,True,True,False,True,False,False,False,False,
Appartement à vendre,"3 pièces •                            62,23 m2",Évry,119 500 €,"['3 pièces', 'Surface 62,23 m²', '2 chambres', '1 salle de bain/eau']","['Balcon', 'Cave']",Appartement,3.0,119500,2.0,62.0,3.0,1.0,,,False,False,False,True,False,False,False,False,False,False,False,False,False,True,
Maison à vendre,3 pièces •                            50 m2,Massy,260 000 €,"['3 pièces', 'Surface 50 m²', '2 chambres', 'Terrain 273 m²']",[],Maison,3.0,260000,2.0,50.0,3.0,,,273.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Maison à vendre,4 pièces •                            95 m2,Chilly-Mazarin,419 000 €,"['4 pièces', 'Surface 150 m²', '3 chambres', '3 salles de bain/eau', 'Terrain 271 m²']","['Alarme', 'Terrasse', 'Garage', 'Cave', 'Avec jardin privatif']",Maison,4.0,419000,3.0,150.0,4.0,3.0,,271.0,True,False,True,True,False,False,False,True,False,False,False,False,True,False,
Appartement à vendre,1 pièce •                            34 m2,Brétigny-sur-Orge,119 000 €,"['1 pièce', 'Surface 40,32 m²', '1 chambre', '1 salle de bain/eau']",[],Appartement,1.0,119000,,40.0,1.0,1.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Maison à vendre,"3 pièces •                            80,70 m2",Morangis,225 000 €,"['3 pièces', 'Surface 80,70 m²', '2 chambres', '1 salle de bain/eau', 'Terrain 43,58 m²']",[],Maison,3.0,225000,2.0,80.0,3.0,1.0,,43.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,4 pièces •,Draveil,379 000 €,"['4 pièces', 'Surface 79,10 m²', '3 chambres', '1 salle de bain/eau']",[],Appartement,4.0,379000,3.0,79.0,4.0,1.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,"3 pièces •                            58,46 m2",Palaiseau,195 000 €,"['3 pièces', '2 chambres']","['Balcon', 'Cave']",Appartement,3.0,195000,2.0,,3.0,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,True,
Maison à vendre,8 pièces •,Bures-sur-Yvette,1 248 000 €,"['8 pièces', 'Surface 185 m²', '6 chambres', '1 salle de bain/eau', 'Terrain 1\xa0879 m²']",[],Maison,8.0,1248000,6.0,185.0,8.0,1.0,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,4 pièces •,Draveil,368 000 €,"['4 pièces', 'Surface 82,30 m²', '3 chambres', '1 salle de bain/eau']",[],Appartement,4.0,368000,3.0,82.0,4.0,1.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,"4 pièces •                            78,09 m2",Viry-Châtillon,153 000 €,"['4 pièces', 'Surface 78,09 m²', '3 chambres', '1 salle de bain/eau']",[],Appartement,4.0,153000,3.0,78.0,4.0,1.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Maison à vendre,5 pièces •,Morangis,499 000 €,"['5 pièces', 'Surface 137 m²', '4 chambres', 'Terrain 377 m²']",[],Maison,5.0,499000,4.0,137.0,5.0,,,377.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Maison à vendre,5 pièces •                            138 m2,Sainte-Geneviève-des-Bois,525 000 €,"['5 pièces', 'Surface 138 m²', '4 chambres', '1 salle de bain/eau', 'Terrain 461 m²']","['Alarme', 'Terrasse']",Maison,5.0,525000,4.0,138.0,5.0,1.0,,461.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,
Appartement à vendre,3 pièces •,Draveil,329 000 €,"['3 pièces', 'Surface 65,90 m²', '2 chambres', '1 salle de bain/eau']",[],Appartement,3.0,329000,2.0,65.0,3.0,1.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,2 pièces •                            57 m2,Corbeil-Essonnes,145 000 €,"['2 pièces', 'Surface 57 m²', '2 chambres', '1 salle de bain/eau']",[],Appartement,2.0,145000,2.0,57.0,2.0,1.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,3 pièces •,Draveil,327 000 €,"['3 pièces', 'Surface 68,70 m²', '2 chambres', '1 salle de bain/eau']",[],Appartement,3.0,327000,2.0,68.0,3.0,1.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,4 pièces •,Draveil,375 000 €,"['4 pièces', 'Surface 82,30 m²', '3 chambres', '1 salle de bain/eau']",[],Appartement,4.0,375000,3.0,82.0,4.0,1.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Maison à vendre,5 pièces •,Étréchy,477 000 €,"['5 pièces', 'Surface 172 m²', '4 chambres', '2 salles de bain/eau', 'Terrain 658 m²']",[],Maison,5.0,477000,4.0,172.0,5.0,2.0,,658.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Maison à vendre,4 pièces •,Morangis,430 000 €,"['4 pièces', 'Surface 125 m²', '3 chambres', '1 salle de bain/eau', 'Terrain 753 m²']",[],Maison,4.0,430000,3.0,125.0,4.0,1.0,,753.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,"2 pièces •                            65,36 m2",Chilly-Mazarin,170 000 €,"['2 pièces', 'Surface 65 m²', '2 chambres', '1 salle de bain/eau']",[],Appartement,2.0,170000,2.0,65.0,2.0,1.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Maison à vendre,"5 pièces •                            140,50 m2",Montlhéry,565 000 €,"['5 pièces', 'Surface 140,50 m²', '4 chambres', '1 salle de bain/eau', 'Terrain 630 m²']",[],Maison,5.0,565000,4.0,140.0,5.0,1.0,,630.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Maison à vendre,1 pièce •,La Ferté-Alais,200 510 €,"['1 pièce', 'Surface 56,45 m²', '1 chambre']",[],Maison,1.0,200510,,56.0,1.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,2 pièces •,Vayres-sur-Essonne,189 900 €,"['2 pièces', 'Surface 50 m²', '1 chambre']",[],Appartement,2.0,189900,,50.0,2.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,2 pièces •,La Ferté-Alais,177 374 €,"['2 pièces', 'Surface 34 m²', '1 chambre', '1 salle de bain/eau']",[],Appartement,2.0,177374,,34.0,2.0,1.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,2 pièces •,Leuville-sur-Orge,117 000 €,"['2 pièces', 'Surface 39,29 m²', '1 chambre', '1 salle de bain/eau']",[],Appartement,2.0,117000,,39.0,2.0,1.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,"1 pièce •                            17,34 m2",Gif-sur-Yvette,101 000 €,"['1 pièce', 'Surface 17,34 m²']",[],Appartement,1.0,101000,,17.0,1.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,1 pièce •,La Ferté-Alais,85 800 €,"['1 pièce', 'Surface 22 m²', '1 salle de bain/eau']",[],Appartement,1.0,85800,,22.0,1.0,1.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,3 pièces •,Ris-Orangis,112 000 €,"['3 pièces', 'Surface 52,88 m²', '2 chambres', '1 salle de bain/eau']",[],Appartement,3.0,112000,2.0,52.0,3.0,1.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,1 pièce •,Ris-Orangis,94 000 €,"['1 pièce', 'Surface 33,46 m²', '1 salle de bain/eau']",[],Appartement,1.0,94000,,33.0,1.0,1.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,3 pièces •,La Ferté-Alais,223 992 €,"['3 pièces', 'Surface 61,20 m²', '2 chambres']",[],Appartement,3.0,223992,2.0,61.0,3.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,"3 pièces •                            63,89 m2",Sainte-Geneviève-des-Bois,298 000 €,"['3 pièces', 'Surface 64 m²', '1 chambre']",[],Appartement,3.0,298000,,64.0,3.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,"2 pièces •                            27,12 m2",Montlhéry,101 000 €,"['2 pièces', 'Surface 27 m²', '1 chambre', '1 salle de bain/eau']",[],Appartement,2.0,101000,,27.0,2.0,1.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,"2 pièces •                            73,32 m2",Ris-Orangis,165 000 €,"['2 pièces', 'Surface 73,32 m²', '2 chambres']",[],Appartement,2.0,165000,2.0,73.0,2.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,"2 pièces •                            54,77 m2",Corbeil-Essonnes,119 000 €,"['2 pièces', 'Surface 54,77 m²', '1 chambre', '1 salle de bain/eau']","['Cave', '1 place de parking']",Appartement,2.0,119000,,54.0,2.0,1.0,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,
Maison à vendre,6 pièces •,Villiers-sur-Orge,499 000 €,"['6 pièces', 'Surface 140 m²', '4 chambres', '2 salles de bain/eau', 'Terrain 604 m²', 'Séjour 38 m²']","['Terrasse', 'Garage', '1 place de parking']",Maison,6.0,499000,4.0,140.0,6.0,2.0,38.0,604.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,
Appartement à vendre,1 pièce •                            47 m2,Évry,130 500 €,"['1 pièce', 'Surface 47 m²', '1 chambre', '1 salle de bain/eau']",[],Appartement,1.0,130500,,47.0,1.0,1.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
